index:ID,chemical,:LABEL
ETCM_XHCF_3076,8-Diebenzoylpaeoniflorin,chemical
ETCM_XHCF_3077,Lactiflorin,chemical
ETCM_XHCF_3078,"(Z)-(Is,5R)-Î’-Pinen-10-Yl-Î’-Vicianoside",chemical
ETCM_XHCF_3079,Catechin-7-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3080,Epigallocatechol,chemical
ETCM_XHCF_3081,"Niacin,Nicotinic Acid",chemical
ETCM_XHCF_3082,Az Ii,chemical
ETCM_XHCF_3083,Az Iii,chemical
ETCM_XHCF_3084,Az Iv,chemical
ETCM_XHCF_3085,Azukisaponin I,chemical
ETCM_XHCF_3086,Azukisaponin Ii,chemical
ETCM_XHCF_3087,Azukisaponin Iii,chemical
ETCM_XHCF_3088,Azukisaponin Iv,chemical
ETCM_XHCF_3089,Azukisaponin V,chemical
ETCM_XHCF_3090,Azukisaponin Vi,chemical
ETCM_XHCF_3091,Lupiwighteone,chemical
ETCM_XHCF_3092,"Ebeiensine,Peimisine",chemical
ETCM_XHCF_3093,"Peiminine,Simperialine",chemical
ETCM_XHCF_3094,Sonbeinine,chemical
ETCM_XHCF_3095,Songbeisine,chemical
ETCM_XHCF_3096,Songbeisine,chemical
ETCM_XHCF_3097,Delavine,chemical
ETCM_XHCF_3098,Minpeimine,chemical
ETCM_XHCF_3099,Imperialine,chemical
ETCM_XHCF_3100,Korseveramine,chemical
ETCM_XHCF_3101,Korseveriline,chemical
ETCM_XHCF_3102,Korseverinine,chemical
ETCM_XHCF_3103,Korsevinine,chemical
ETCM_XHCF_3104,Korsine,chemical
ETCM_XHCF_3105,Solanidine,chemical
ETCM_XHCF_3106,Chuanbeinone,chemical
ETCM_XHCF_3107,Delavinone,chemical
ETCM_XHCF_3108,Thymidine,chemical
ETCM_XHCF_3109,21-O-Acetyl Toosendantriol,chemical
ETCM_XHCF_3110,21-O-Methyl Toosendanpentol,chemical
ETCM_XHCF_3111,Nimbolidin B,chemical
ETCM_XHCF_3112,Nimbolidin C,chemical
ETCM_XHCF_3113,Nimbolidin D,chemical
ETCM_XHCF_3114,Nimbolidin E,chemical
ETCM_XHCF_3115,Toosendanin,chemical
ETCM_XHCF_3116,Pentacosane,chemical
ETCM_XHCF_3117,Clemontanoside A,chemical
ETCM_XHCF_3118,Costunolide,chemical
ETCM_XHCF_3119,Dehydrocostuslactone,chemical
ETCM_XHCF_3120,Massoniresinol,chemical
ETCM_XHCF_3121,"Ecdysterone,Folic Acid",chemical
ETCM_XHCF_3122,Cyasterone,chemical
ETCM_XHCF_3123,Trimethylamine- Hcl,chemical
ETCM_XHCF_3124,Butylphthalide,chemical
ETCM_XHCF_3125,Chrysophanic Acid,chemical
ETCM_XHCF_3126,Perlolyrine,chemical
ETCM_XHCF_3127,Wallichilide,chemical
ETCM_XHCF_3128,Chuanxiongzine,chemical
ETCM_XHCF_3129,3-Butylidenephthalide,chemical
ETCM_XHCF_3130,Senkyunolide,chemical
ETCM_XHCF_3131,Spathulenol,chemical
ETCM_XHCF_3132,Spathulenol,chemical
ETCM_XHCF_3133,Choline Chloride,chemical
ETCM_XHCF_3134,Sedanonic Acid,chemical
ETCM_XHCF_3135,Sedanonic Acid,chemical
ETCM_XHCF_3136,"Dilinoyl Palmitoyl Glyceride,Glycerol1-Monopalmitate",chemical
ETCM_XHCF_3137,"3(S)-3-Butyl-4,5-Dihydrophthalide",chemical
ETCM_XHCF_3138,"3-N-Butyl-3-Hydroxy-4,5,6,7-Tetrahydro-6,7-Dihydroxy Phthalide",chemical
ETCM_XHCF_3139,3-Butylidene-7-Hydroxyphalide,chemical
ETCM_XHCF_3140,3-Butylidene-Phalide,chemical
ETCM_XHCF_3141,3-Butyl-Phthalide,chemical
ETCM_XHCF_3142,Chrysophanol,chemical
ETCM_XHCF_3143,Chuanxiongol,chemical
ETCM_XHCF_3144,Chuanxiongterpene,chemical
ETCM_XHCF_3145,Chuanxiongzine,chemical
ETCM_XHCF_3146,Cnidium Lactone,chemical
ETCM_XHCF_3147,"(Z)-4,5-Dihydro-6,7-Trans-Dihydroxy-3-Butylidene Phthalide",chemical
ETCM_XHCF_3148,"(Z)-4,5-Dihydro-6,7-Cis-Dihydroxy-3-Butylidene Phthalide",chemical
ETCM_XHCF_3149,"(Z')-3,8-Dihydro-6,6',7,3'Î‘-Diligustilide",chemical
ETCM_XHCF_3150,"4,7-Dihydroxy-3-Butylphthalide",chemical
ETCM_XHCF_3151,"(Z,Z')-Diligustilide",chemical
ETCM_XHCF_3152,"(Z)-6,7-Epoxy-6,7-Dihydroligustilide",chemical
ETCM_XHCF_3153,Ethyl Heptadecanoate,chemical
ETCM_XHCF_3154,Ethylisoheptadecanoate,chemical
ETCM_XHCF_3155,Ethylisooctadecanoate,chemical
ETCM_XHCF_3156,Ethyloctadecanoate,chemical
ETCM_XHCF_3157,Ethylpentadecanoate,chemical
ETCM_XHCF_3158,"3-Hydroxycoumarin,Folic Acid",chemical
ETCM_XHCF_3159,5-Hydroxymethyl-6-Endo-(3'-Methoxy-4'-Hydroxyphenyl)-8-Oxa-Bicyclo[3.2.1]-Oct-3-En-2-One,chemical
ETCM_XHCF_3160,Ligustilide,chemical
ETCM_XHCF_3161,2-Methoxy-4-(3-Methoxy-1-Propenyl)-Phenol,chemical
ETCM_XHCF_3162,"Methyl Hexadecanate,Methyl Palmitate",chemical
ETCM_XHCF_3163,Methyl Linoleate,chemical
ETCM_XHCF_3164,Methyl Pentadecanoate,chemical
ETCM_XHCF_3165,Methyl Phenylacetate,chemical
ETCM_XHCF_3166,Neocnidilide,chemical
ETCM_XHCF_3167,2-(1-Oxopentyl)-Benzoic Acid Methyl Ester,chemical
ETCM_XHCF_3168,Retinol,chemical
ETCM_XHCF_3169,Senkyunolide C,chemical
ETCM_XHCF_3170,Senkyunolide D,chemical
ETCM_XHCF_3171,Senkyunolide E,chemical
ETCM_XHCF_3172,Senkyunolide F,chemical
ETCM_XHCF_3173,Senkyunolide G,chemical
ETCM_XHCF_3174,Senkyunolide H,chemical
ETCM_XHCF_3175,Senkyunolide J,chemical
ETCM_XHCF_3176,Senkyunolide K,chemical
ETCM_XHCF_3177,Senkyunolide L,chemical
ETCM_XHCF_3178,Senkyunolide M,chemical
ETCM_XHCF_3179,Senkyunolide N,chemical
ETCM_XHCF_3180,Senkyunolide Q,chemical
ETCM_XHCF_3181,Senkyunone,chemical
ETCM_XHCF_3182,Trimethylamine,chemical
ETCM_XHCF_3183,Wallichilide,chemical
ETCM_XHCF_3184,Asperin,chemical
ETCM_XHCF_3185,Polyphyllin â…¡,chemical
ETCM_XHCF_3186,Methylprotodioscin,chemical
ETCM_XHCF_3187,Oroxylin A,chemical
ETCM_XHCF_3188,14-Deoxy-12-Methoxyandrographolide,chemical
ETCM_XHCF_3189,Neoandrographolide,chemical
ETCM_XHCF_3190,Neoandrographolide,chemical
ETCM_XHCF_3191,Triatricontane,chemical
ETCM_XHCF_3192,Andrograpanin,chemical
ETCM_XHCF_3193,Andrographan,chemical
ETCM_XHCF_3194,Andrographidine A,chemical
ETCM_XHCF_3195,Andrographidine B,chemical
ETCM_XHCF_3196,Andrographidine C,chemical
ETCM_XHCF_3197,Andrographidine D,chemical
ETCM_XHCF_3198,Andrographidine E,chemical
ETCM_XHCF_3199,Andrographidine F,chemical
ETCM_XHCF_3200,Andrographin,chemical
ETCM_XHCF_3201,Andrographiside,chemical
ETCM_XHCF_3202,Andrographolide,chemical
ETCM_XHCF_3203,Dehydroandrographolide,chemical
ETCM_XHCF_3204,3-Dehydrodeoxyandrographolide,chemical
ETCM_XHCF_3205,Deoxyandrographolide,chemical
ETCM_XHCF_3206,"14-Deoxy-11,12-Didehydroandrographolide",chemical
ETCM_XHCF_3207,"14-Deoxy-15-Isopropylidene-11,12-Didehydroandrographolide",chemical
ETCM_XHCF_3208,14-Deoxy-11-Oxoandrographolide,chemical
ETCM_XHCF_3209,"5-Hydroxy-4',7-Dimethoxy-Flavone",chemical
ETCM_XHCF_3210,"5-Hydroxy-7,2',3'-Trimethoxyflavone",chemical
ETCM_XHCF_3211,"5-Hydroxy-7,2',6'-Trimethoxyflavone",chemical
ETCM_XHCF_3212,8-Methylandrograpanin,chemical
ETCM_XHCF_3213,Mono-O-Methylwightin,chemical
ETCM_XHCF_3214,Paniculide A,chemical
ETCM_XHCF_3215,Paniculide B,chemical
ETCM_XHCF_3216,Paniculide C,chemical
ETCM_XHCF_3217,Skullcapflavone I,chemical
ETCM_XHCF_3218,"(2S)-5,7,2',3'-Tetramethoxyflavanone",chemical
ETCM_XHCF_3219,Echioidinin-5-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3220,"2,3,4,2',4',6'-Hexamethoxychalcone",chemical
ETCM_XHCF_3221,"5-Hydroxy-7,2',5'-Trimethoxyflavone",chemical
ETCM_XHCF_3222,Echioidinin-2'-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3223,"5-Hydroxy-7,2'-Dimethoxyflavone",chemical
ETCM_XHCF_3224,"5,7,2',5'-Tetramethoxyflavanone",chemical
ETCM_XHCF_3225,Methylisopelletierine,chemical
ETCM_XHCF_3226,Sedoheptulose,chemical
ETCM_XHCF_3227,Sarmentosine,chemical
ETCM_XHCF_3228,"D-Mannitol,Cordycepic Acid",chemical
ETCM_XHCF_3229,Syringaresinol-Di-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3230,"Cedar Acid,Syringic Acid",chemical
ETCM_XHCF_3231,"9,11-Octadecadienoic Acid",chemical
ETCM_XHCF_3232,"7Z,10Z,13Z-Hexadecatrienoic Acid,Hexadecatrienoic Acid",chemical
ETCM_XHCF_3233,Sinapaldehyde Glucoside,chemical
ETCM_XHCF_3234,Coniferin,chemical
ETCM_XHCF_3235,"Coniferaldehyde,Coniferyl Aldehyde,Trans-Coniferyl Aldehye",chemical
ETCM_XHCF_3236,Coniferaldehyde Glucoside,chemical
ETCM_XHCF_3237,Eleutheroside C,chemical
ETCM_XHCF_3238,Chlorogenic Acid,chemical
ETCM_XHCF_3239,"Hyperin,Hyperoside,Hyperoside,Quercetin-3-O-Galactoside",chemical
ETCM_XHCF_3240,Methyl Oleate,chemical
ETCM_XHCF_3241,Ciwujianoside B,chemical
ETCM_XHCF_3242,Ciwujianoside D2,chemical
ETCM_XHCF_3243,Eleutheroside L,chemical
ETCM_XHCF_3244,Ciwujianoside E,chemical
ETCM_XHCF_3245,"Alpha-Pinene,Amygdalin",chemical
ETCM_XHCF_3246,3-O-Î‘-L-Arabinopyranosyloleanolic Acid,chemical
ETCM_XHCF_3247,Ciwujianoside C1,chemical
ETCM_XHCF_3248,Ciwujianoside D1,chemical
ETCM_XHCF_3249,Ciwujiatone,chemical
ETCM_XHCF_3250,"(1R)-1,11-Î‘-Dihydroxy-3,4-Seco-Lupa-4(23), 20(29)-Diene-3,28-Dioic Acid 3,11-Lactone 28-O-Î‘-L-Rhamnopyranosyl-(1â†’4)-Î’-D-Glucopyranosyl(1â†’6)-Î’-D-Glucopyranoside",chemical
ETCM_XHCF_3251,"2,6-Dimethoxybenzoquinone",chemical
ETCM_XHCF_3252,Eleutheroside K,chemical
ETCM_XHCF_3253,1-Ethyl-Î‘-D-Galactoside,chemical
ETCM_XHCF_3254,Hederagenin-3-O-Î’-Glucuronopyranoside,chemical
ETCM_XHCF_3255,Isofraxidin Glucoside,chemical
ETCM_XHCF_3256,Isolinolic Acid,chemical
ETCM_XHCF_3257,Liriodendrin,chemical
ETCM_XHCF_3258,(+)-Medioresinol Di-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3259,"10,13-Octadecadienoic Acid Ethyl Ester",chemical
ETCM_XHCF_3260,(+)-Pinoresinol-Di-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3261,"3Î’-{O-Î‘-L-Rhamnopyranosyl-(1â†’4)-O-Î‘-L-Rhamnopyranosyl-(1â†’4)-[O-Î‘-L-Rham-Nopyranosyl-(1â†’2)-O-Î’-D-Glucopyranosyl(1â†’4)-O-Î’-D-Glucuronopyranosyl]}-16Î‘-Hydroxy-13Î’, 28-Epoxyoleanane",chemical
ETCM_XHCF_3262,Akeboside Sth,chemical
ETCM_XHCF_3263,Chiisanogenin,chemical
ETCM_XHCF_3264,Chiisanoside,chemical
ETCM_XHCF_3265,Eleutheroside I,chemical
ETCM_XHCF_3266,Neociwujiaphenol,chemical
ETCM_XHCF_3267,Catechin,chemical
ETCM_XHCF_3268,Physcion-8-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3269,"Chrysarobin,Chrysophanol-9-Anthrone",chemical
ETCM_XHCF_3270,Rheinosidea,chemical
ETCM_XHCF_3271,Piceatannol,chemical
ETCM_XHCF_3272,Torachrysone8-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3273,6-O-Galloylglucose,chemical
ETCM_XHCF_3274,2-O-Cinnamoyl-Î’-Glucose,chemical
ETCM_XHCF_3275,Procyanidin B4,chemical
ETCM_XHCF_3276,Rheinosideb,chemical
ETCM_XHCF_3277,Rheinosidec,chemical
ETCM_XHCF_3278,Rheinosided,chemical
ETCM_XHCF_3279,Sennosidec,chemical
ETCM_XHCF_3280,Sennosided,chemical
ETCM_XHCF_3281,Sennidinb,chemical
ETCM_XHCF_3282,Rhatannin,chemical
ETCM_XHCF_3283,Procyanidinb6,chemical
ETCM_XHCF_3284,Aloeemodin,chemical
ETCM_XHCF_3285,Aloeemodin-Î©-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3286,(+)-Catechin-5-O-Glucoside,chemical
ETCM_XHCF_3287,Chrysophanol-8-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3288,Chrysophanol-1-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3289,2-O-Cinnamoyl-Glucogallin,chemical
ETCM_XHCF_3290,2-Cinnamoyl-Glucose,chemical
ETCM_XHCF_3291,"1,6-Digalloyl-2-Cinnamoyl-Glucose",chemical
ETCM_XHCF_3292,"1,6-Di-O-Galloyl-Î’-Glucose",chemical
ETCM_XHCF_3293,Emodin-1-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3294,(X{2212})-Epicatechin-3-O-Gallate,chemical
ETCM_XHCF_3295,Gallic Acid-3-O-(6'-O-Galloyl)Glucoside,chemical
ETCM_XHCF_3296,Gallic Acid-4-O-(6'-O-Galloyl)-Glucoside,chemical
ETCM_XHCF_3297,6-O-Galloyl-Glucose,chemical
ETCM_XHCF_3298,Isolindleyin,chemical
ETCM_XHCF_3299,Lindleyin,chemical
ETCM_XHCF_3300,Palmidin A,chemical
ETCM_XHCF_3301,Palmidin B,chemical
ETCM_XHCF_3302,Palmidin C,chemical
ETCM_XHCF_3303,Physcion-8-O-Î’-D-Gentiobioside,chemical
ETCM_XHCF_3304,Physcion-8-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3305,Piceid,chemical
ETCM_XHCF_3306,Procyanidin B1 3'-O-Gallate,chemical
ETCM_XHCF_3307,"Procyanidin B2 3,3'-Di-O-Gallate",chemical
ETCM_XHCF_3308,Resveratrol-4'-O-(6''-O-Galloyl)-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3309,Resveratrol-4'-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3310,Rheidin A,chemical
ETCM_XHCF_3311,Rheidin B,chemical
ETCM_XHCF_3312,Rheidin C,chemical
ETCM_XHCF_3313,Rhein,chemical
ETCM_XHCF_3314,Rhein-8-O-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3315,Rheinoside A,chemical
ETCM_XHCF_3316,Rheinoside B,chemical
ETCM_XHCF_3317,Rheinoside C,chemical
ETCM_XHCF_3318,Rheinoside D,chemical
ETCM_XHCF_3319,Rhein-8-O-Î’-D-(6'-Oxalyl)-Glucopyra-Noside,chemical
ETCM_XHCF_3320,Sennidin A,chemical
ETCM_XHCF_3321,Sennidin C,chemical
ETCM_XHCF_3322,Sennoside A,chemical
ETCM_XHCF_3323,Sennoside C,chemical
ETCM_XHCF_3324,"3,4,3',5'-Tetrahydroxystilbene-3-Glucoside",chemical
ETCM_XHCF_3325,5-Acetyl-7-Hydroxy-2-Methylbenzopyran-Î“-One,chemical
ETCM_XHCF_3326,Anthraglycoside B,chemical
ETCM_XHCF_3327,5-Carboxy-7-Glucosyloxy-2-Methyl-Benzopyran-Î“-One,chemical
ETCM_XHCF_3328,5-Carboxy-7-Hydroxy-2-Methyl-Benzopyran-Î“-One,chemical
ETCM_XHCF_3329,Cassiachromone,chemical
ETCM_XHCF_3330,1-O-Galloyl-Glycerol,chemical
ETCM_XHCF_3331,7-Hydroxy-2-(2-Hydroxy)Propyl-5-Methyl-Benzopyran-Î“-One,chemical
ETCM_XHCF_3332,6-Hydroxymusizin-8-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3333,2-Methyl-5-Carboxymethyl-7-Hydroxychromanone,chemical
ETCM_XHCF_3334,2-Methyl-5-Carboxymethyl-7-Hydroxychromone,chemical
ETCM_XHCF_3335,Musizin-8-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3336,Phenylbutanone-Glucoside,chemical
ETCM_XHCF_3337,Rhaponticin,chemical
ETCM_XHCF_3338,Rhapontigenin,chemical
ETCM_XHCF_3339,Sennoside B,chemical
ETCM_XHCF_3340,Torachrysone-8-O-Î’-D-Glucoside,chemical
ETCM_XHCF_3341,Torachrysone-8-O-Î’-D-(6'-Oxayl)-Glucoside,chemical
ETCM_XHCF_3342,Procyanidin B1-6-C-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_3343,Taraxasterol Acetate,chemical
ETCM_XHCF_3344,Dihydroaplotaxene,chemical
ETCM_XHCF_3345,Pectolinarin,chemical
ETCM_XHCF_3346,Pectolinarin,chemical
ETCM_XHCF_3347,Dotriacontanol,chemical
ETCM_XHCF_3348,"1-Heptadecene,Hexahydroaplotaxene",chemical
ETCM_XHCF_3349,Aplotaxene,chemical
ETCM_XHCF_3350,Pectolinarigenin,chemical
ETCM_XHCF_3351,Î¨-Taraxasteyl Acetate,chemical
ETCM_XHCF_3352,Ingol,chemical
ETCM_XHCF_3353,Geraniin,chemical
ETCM_XHCF_3354,Mallotusinic Acid,chemical
ETCM_XHCF_3355,"2Î‘,3Î’,5Î‘,8Î‘,9Î‘,15Î’-Hexaacetoxy-7Î’-Benzoyloxyjatropha-6(17),11E-Dien-14-One",chemical
ETCM_XHCF_3356,"3Î’,5Î‘,7Î’,8Î‘,9Î‘,15Î’-Hexaacetoxy-2Î‘-Benzoyloxyjatropha-6(17),11E-Dien-14-One",chemical
ETCM_XHCF_3357,"3Î’,5Î‘,7Î’,8Î‘,15Î’-Pentaacetoxy-2Î‘-Benzoyloxyjatropha-6(17),11E-Dien-9,14-Dione",chemical
ETCM_XHCF_3358,"3Î’,5Î‘,8Î‘,9Î‘,-15Î’-Pentaacetoxy-7Î’-Benzoyloxyjatropha-6(17),11E-Dien-14-One",chemical
ETCM_XHCF_3359,"3Î’,5Î‘,7Î’,8Î‘,15Î’-Pentaacetoxyjatropha-6(17),11E-Dien-9,14-Dione",chemical
ETCM_XHCF_3360,"3Î’,5Î‘,8Î‘,15Î’-Tetraacetoxy-7Î’-Benzoyloxyjatropha-6(17),11E-Dien-9,14-Dione",chemical
ETCM_XHCF_3361,Spruceanol,chemical
ETCM_XHCF_3362,Î’-Amyrin Acetate,chemical
ETCM_XHCF_3363,Hexahydroaplotaxene,chemical
ETCM_XHCF_3364,Î¨-Taraxasteryl Acetate,chemical
ETCM_XHCF_3365,Taraxasteryl Acetate,chemical
ETCM_XHCF_3366,Isatan,chemical
ETCM_XHCF_3367,Glucobrassicin-1-Sulfonate,chemical
ETCM_XHCF_3368,Glucobrassicin-1-Sulfonate,chemical
ETCM_XHCF_3369,20-Hexadecanoylingenol,chemical
ETCM_XHCF_3370,Syringate,chemical
ETCM_XHCF_3371,Lariciresinol,chemical
ETCM_XHCF_3372,Suffruticoside A,chemical
ETCM_XHCF_3373,Glucobrassicin,chemical
ETCM_XHCF_3374,Indican Glucoside,chemical
ETCM_XHCF_3375,Isatan B,chemical
ETCM_XHCF_3376,Neoglucobrassicin,chemical
ETCM_XHCF_3377,Qingdainone,chemical
ETCM_XHCF_3378,1-Thiocyanato-2-Hydroxy-3-Butene,chemical
ETCM_XHCF_3379,Uncinatone,chemical
ETCM_XHCF_3380,2-Ethyltetrahydrothiophene,chemical
ETCM_XHCF_3381,"(Z,Z)-2,3-Dimethyl-1,4-Butanedithial-S,S'-Dioxide",chemical
ETCM_XHCF_3382,Dimethylthiosulfinate,chemical
ETCM_XHCF_3383,Allixin,chemical
ETCM_XHCF_3384,Allicin,chemical
ETCM_XHCF_3385,Allicin,chemical
ETCM_XHCF_3386,"Moran A,Morusin,Paeonol,Quercetin",chemical
ETCM_XHCF_3387,Propylallyldisulfide,chemical
ETCM_XHCF_3388,Methylallylsulfide,chemical
ETCM_XHCF_3389,Propenylmethylthiosulfinate,chemical
ETCM_XHCF_3390,Allylpropyltrisulfide,chemical
ETCM_XHCF_3391,Adenosine,chemical
ETCM_XHCF_3392,"D-Galacturonan,D-Galacturonic Acid",chemical
ETCM_XHCF_3393,Ajoene,chemical
ETCM_XHCF_3394,Allithiamine,chemical
ETCM_XHCF_3395,Allitridin,chemical
ETCM_XHCF_3396,Allixin,chemical
ETCM_XHCF_3397,3-Allyldisulfanyl-Propenal,chemical
ETCM_XHCF_3398,Allyl Disulfide,chemical
ETCM_XHCF_3399,Allyl Methyl Pentasulfide,chemical
ETCM_XHCF_3400,Allyl Methyl Tetrasulfide,chemical
ETCM_XHCF_3401,Allyl Methyl Trisulfide,chemical
ETCM_XHCF_3402,Allyl Monosulfide,chemical
ETCM_XHCF_3403,Allyl Propyl Disulfide,chemical
ETCM_XHCF_3404,Cthd0233276-15,chemical
ETCM_XHCF_3405,Diallyl Tetrasulfide,chemical
ETCM_XHCF_3406,"Z-4,9-Diene-2,3,7-Trithiadeca-7-Oxide",chemical
ETCM_XHCF_3407,Dimethyl Disulfide,chemical
ETCM_XHCF_3408,Dimethyl Sulfide,chemical
ETCM_XHCF_3409,Dipropyl Disulfide,chemical
ETCM_XHCF_3410,Dithiocyclopentene,chemical
ETCM_XHCF_3411,Divinyl Sulfide,chemical
ETCM_XHCF_3412,2-Hydroxy-Propylene,chemical
ETCM_XHCF_3413,Isoerubioside B,chemical
ETCM_XHCF_3414,Methyl Allyl Disulfide,chemical
ETCM_XHCF_3415,Methyl Allyl Sulfide,chemical
ETCM_XHCF_3416,Methyl Allyl Thiosulfinate,chemical
ETCM_XHCF_3417,"3-Methyl-1,2-Dithia-3-Cyclopentene",chemical
ETCM_XHCF_3418,"4-Methyl-1,2-Dithio-3-Cyclopentene",chemical
ETCM_XHCF_3419,"5-Methyl-1,2-Dithio-3-Cyclopentene",chemical
ETCM_XHCF_3420,Methyl-1-Propenyl Thiosulfinate,chemical
ETCM_XHCF_3421,Methyl Propyl Disulfide,chemical
ETCM_XHCF_3422,Methyl Propyl Trisulfide,chemical
ETCM_XHCF_3423,"6-Methyl-1-Thio-2,4-Cyclohexadiene",chemical
ETCM_XHCF_3424,Pentanal,chemical
ETCM_XHCF_3425,1-Propenylallylthiosulfinate,chemical
ETCM_XHCF_3426,Protodesgalactotigonin,chemical
ETCM_XHCF_3427,Proto-Iso-Erubioside B,chemical
ETCM_XHCF_3428,Sativoside B1,chemical
ETCM_XHCF_3429,Sulfur Dioxide,chemical
ETCM_XHCF_3430,"E-1,7,11-Triene-4,5,9-Trithiadodeca-9,9-Dioxide",chemical
ETCM_XHCF_3431,"3-Vinyl-3,4-Dihydro-1,2-Dithiin-1-Oxide",chemical
ETCM_XHCF_3432,"2-Vinyl-1,3-Dithia-4-Cyclohexene",chemical
ETCM_XHCF_3433,"2-Vinyl-1,3-Dithia-4-Cyclohexene-3-Oxide",chemical
ETCM_XHCF_3434,"3-Vinyl-1,2-Dithia-4-Cyclohexene",chemical
ETCM_XHCF_3435,"3-Vinyl-1,2-Dithia-4-Cyclohexene-2-Oxide",chemical
ETCM_XHCF_3436,"3-Vinyl-1,2-Dithia-5-Cyclohexene",chemical
ETCM_XHCF_3437,"4-Vinyl-1,2,3-Trithia-4-Cyclohexene",chemical
ETCM_XHCF_3438,Dihydroguaiaretic Acid,chemical
ETCM_XHCF_3439,"Rhodioloside,Salidroside",chemical
ETCM_XHCF_3440,Cuneataside A,chemical
ETCM_XHCF_3441,Cuneataside B,chemical
ETCM_XHCF_3442,Cuneataside C,chemical
ETCM_XHCF_3443,Cuneataside D,chemical
ETCM_XHCF_3444,Cuneataside E,chemical
ETCM_XHCF_3445,2-Methoxy-4-Acetylphenyl-1-O-Î’-D-Apiofuranosyl-(1''â†’6')-Î’-Glucopyranoside,chemical
ETCM_XHCF_3446,Osmanthuside H,chemical
ETCM_XHCF_3447,Sargencuneside,chemical
ETCM_XHCF_3448,"1-O-Vanillic Acid-6-O-(3'',5''-Dimethoxy-Galloyl)-Î’-D-Glycoside",chemical
ETCM_XHCF_3449,Tricosanoic Acid,chemical
ETCM_XHCF_3450,Calliterpenone,chemical
ETCM_XHCF_3451,Calliterpenone,chemical
ETCM_XHCF_3452,"Behenic Acid , Docosanoic Acid",chemical
ETCM_XHCF_3453,"Luteolin-7-O-Glucuronide,Luteolin-7-O-Î’-D-Glucuronide",chemical
ETCM_XHCF_3454,Apigenin-7-O-Î’-D-Glucuronide,chemical
ETCM_XHCF_3455,Calliterpenone Monoacetate,chemical
ETCM_XHCF_3456,Zizybeosidei,chemical
ETCM_XHCF_3457,"Roseoside,Skimmin",chemical
ETCM_XHCF_3458,Betulonic Acid,chemical
ETCM_XHCF_3459,Betulonic Acid,chemical
ETCM_XHCF_3460,Lysicamine,chemical
ETCM_XHCF_3461,Alphitolic Acid,chemical
ETCM_XHCF_3462,Nuciferine,chemical
ETCM_XHCF_3463,"Palmitoleic Acid,9-Hexadecenoic Acid",chemical
ETCM_XHCF_3464,Desmosterol,chemical
ETCM_XHCF_3465,Jujuboside A,chemical
ETCM_XHCF_3466,Jujuboside A,chemical
ETCM_XHCF_3467,Zizybeosideii,chemical
ETCM_XHCF_3468,Asimilobine,chemical
ETCM_XHCF_3469,Betulin,chemical
ETCM_XHCF_3470,Catechol,chemical
ETCM_XHCF_3471,Colubrinic Acid,chemical
ETCM_XHCF_3472,3-O-(Cis-P-Coumaroyl)-Alphitolic Acid,chemical
ETCM_XHCF_3473,3-O-(Trans-P-Coumaroyl)-Alphitolic Acid,chemical
ETCM_XHCF_3474,3-O-(Cis-P-Coumaroyl)-Maslinic Acid,chemical
ETCM_XHCF_3475,3-O-(Trans-P-Coumaroyl)-Maslinic Acid,chemical
ETCM_XHCF_3476,6'-P-Coumaroylspinosin,chemical
ETCM_XHCF_3477,"2Î‘,3Î’-Dihydroxyolean-12-En-28-Oic Acid",chemical
ETCM_XHCF_3478,6'-Feruloylspinosin,chemical
ETCM_XHCF_3479,Jujubasaponin Iv,chemical
ETCM_XHCF_3480,Jujubasaponin V,chemical
ETCM_XHCF_3481,Jujubasaponin Vi,chemical
ETCM_XHCF_3482,Jujuboside B,chemical
ETCM_XHCF_3483,Jujuboside B1,chemical
ETCM_XHCF_3484,3-Oxo-Olean-12-En-28-Oic Acid,chemical
ETCM_XHCF_3485,6'-Sinapoylspinosin,chemical
ETCM_XHCF_3486,Spinosin,chemical
ETCM_XHCF_3487,Swertisin,chemical
ETCM_XHCF_3488,Vitamin B1,chemical
ETCM_XHCF_3489,Vomifoliol,chemical
ETCM_XHCF_3490,Ziziphin,chemical
ETCM_XHCF_3491,Zizyberenalic Acid,chemical
ETCM_XHCF_3492,(R)-Zizyphusine,chemical
ETCM_XHCF_3493,Zizyphussaponin I,chemical
