index:ID,Disease_Name,:LABEL
ETCM_disease_id_2171,Inappropriate Sexual Behavior,disease
ETCM_disease_id_2172,Incisional Hernia,disease
ETCM_disease_id_2173,Incomprehensible Speech,disease
ETCM_disease_id_2174,Incoordination,disease
ETCM_disease_id_2175,Increased Adipose Tissue,disease
ETCM_disease_id_2176,Increased Adipose Tissue Around The Neck,disease
ETCM_disease_id_2177,Increased Antibody Level In Blood,disease
ETCM_disease_id_2178,Increased B Cell Count,disease
ETCM_disease_id_2179,Increased Blood Urea Nitrogen,disease
ETCM_disease_id_2180,Increased Body Weight,disease
ETCM_disease_id_2181,Increased Bone Mineral Density,disease
ETCM_disease_id_2182,Increased C-Peptide Level,disease
ETCM_disease_id_2183,Increased Cellular Sensitivity To Uv Light,disease
ETCM_disease_id_2184,Increased Circulating Acth Level,disease
ETCM_disease_id_2185,Increased Circulating Androgen Level,disease
ETCM_disease_id_2186,Increased Circulating Chylomicron Concentration,disease
ETCM_disease_id_2187,Increased Circulating Cortisol Level,disease
ETCM_disease_id_2188,Increased Circulating Free Fatty Acid Level,disease
ETCM_disease_id_2189,Increased Connective Tissue,disease
ETCM_disease_id_2190,Increased Csf Interferon Alpha,disease
ETCM_disease_id_2191,Increased Csf Lactate,disease
ETCM_disease_id_2192,Increased Csf Protein,disease
ETCM_disease_id_2193,Increased Density Of Long Bone Diaphyses,disease
ETCM_disease_id_2194,Increased Density Of Long Bones,disease
ETCM_disease_id_2195,Increased Erythrocyte Protoporphyrin Concentration,disease
ETCM_disease_id_2196,Increased Female Libido,disease
ETCM_disease_id_2197,Increased Glucagon Level,disease
ETCM_disease_id_2198,Increased Hdl Cholesterol Concentration,disease
ETCM_disease_id_2199,Increased Hematocrit,disease
ETCM_disease_id_2200,Increased Hemoglobin,disease
ETCM_disease_id_2201,Increased Hepatic Glycogen Content,disease
ETCM_disease_id_2202,Increased Hepatocellular Lipid Droplets,disease
ETCM_disease_id_2203,Increased Iga Level,disease
ETCM_disease_id_2204,Increased Ige Level,disease
ETCM_disease_id_2205,Increased Igg Level,disease
ETCM_disease_id_2206,Increased Igm Level,disease
ETCM_disease_id_2207,Increased Intraabdominal Fat,disease
ETCM_disease_id_2208,Increased Intracellular Sodium,disease
ETCM_disease_id_2209,Increased Intracranial Pressure,disease
ETCM_disease_id_2210,Increased Intramuscular Fat,disease
ETCM_disease_id_2211,Increased Intramyocellular Lipid Droplets,disease
ETCM_disease_id_2212,Increased Intraocular Pressure,disease
ETCM_disease_id_2213,Increased Lactate Dehydrogenase Activity,disease
ETCM_disease_id_2214,Increased Laxity Of Ankles,disease
ETCM_disease_id_2215,Increased Ldl Cholesterol Concentration,disease
ETCM_disease_id_2216,Increased Level Of 3-Hydroxy-3-Methylglutaric Acid In Urine,disease
ETCM_disease_id_2217,Increased Level Of D-Threitol In Csf,disease
ETCM_disease_id_2218,Increased Level Of D-Threitol In Plasma,disease
ETCM_disease_id_2219,Increased Level Of D-Threitol In Urine,disease
ETCM_disease_id_2220,Increased Level Of Galactitol In Plasma,disease
ETCM_disease_id_2221,Increased Level Of Galactitol In Red Blood Cells,disease
ETCM_disease_id_2222,Increased Level Of Galactitol In Urine,disease
ETCM_disease_id_2223,Increased Level Of Galactonate In Red Blood Cells,disease
ETCM_disease_id_2224,Increased Level Of Hippuric Acid In Urine,disease
ETCM_disease_id_2225,Increased Level Of L-Fucose In Urine,disease
ETCM_disease_id_2226,Increased Level Of L-Glutamic Acid In Blood,disease
ETCM_disease_id_2227,Increased Level Of L-Pyroglutamic Acid In Urine,disease
ETCM_disease_id_2228,Increased Level Of Platelet-Activating Factor,disease
ETCM_disease_id_2229,Increased Level Of Propylene Glycol In Blood,disease
ETCM_disease_id_2230,Increased Level Of Ribitol In Csf,disease
ETCM_disease_id_2231,Increased Level Of Ribitol In Urine,disease
ETCM_disease_id_2232,Increased Level Of Ribose In Csf,disease
ETCM_disease_id_2233,Increased Level Of Ribose In Urine,disease
ETCM_disease_id_2234,Increased Level Of Xylitol In Csf,disease
ETCM_disease_id_2235,Increased Level Of Xylitol In Urine,disease
ETCM_disease_id_2236,Increased Mean Corpuscular Hemoglobin Concentration,disease
ETCM_disease_id_2237,Increased Mean Corpuscular Volume,disease
ETCM_disease_id_2238,Increased Mean Platelet Volume,disease
ETCM_disease_id_2239,Increased Megakaryocyte Count,disease
ETCM_disease_id_2240,Increased Mitochondrial Number,disease
ETCM_disease_id_2241,Increased Muscle Fatiguability,disease
ETCM_disease_id_2242,Increased Muscle Lipid Content,disease
ETCM_disease_id_2243,Increased Proinsulin:Insulin Ratio,disease
ETCM_disease_id_2244,Increased Proportion Of Hla Dr+ T Cells,disease
ETCM_disease_id_2245,Increased Pulmonary Vascular Resistance,disease
ETCM_disease_id_2246,Increased Rate Of Premature Chromosome Condensation,disease
ETCM_disease_id_2247,Increased Red Blood Cell Mass,disease
ETCM_disease_id_2248,Increased Red Cell Hemolysis By Shear Stress,disease
ETCM_disease_id_2249,Increased Red Cell Osmotic Fragility,disease
ETCM_disease_id_2250,Increased Red Cell Osmotic Resistance,disease
ETCM_disease_id_2251,Increased Red Cell Sickling Tendency,disease
ETCM_disease_id_2252,Increased Sensitivity To Ionizing Radiation,disease
ETCM_disease_id_2253,"Increased Serum 1,25-Dihydroxyvitamin D3",disease
ETCM_disease_id_2254,Increased Serum Androstenedione,disease
ETCM_disease_id_2255,Increased Serum Beta-Hexosaminidase,disease
ETCM_disease_id_2256,Increased Serum Bile Acid Concentration,disease
ETCM_disease_id_2257,Increased Serum Bile Acid Concentration During Pregnancy,disease
ETCM_disease_id_2258,Increased Serum Estradiol,disease
ETCM_disease_id_2259,Increased Serum Ferritin,disease
ETCM_disease_id_2260,Increased Serum Free Triiodothyronine,disease
ETCM_disease_id_2261,Increased Serum Iduronate Sulfatase Activity,disease
ETCM_disease_id_2262,Increased Serum Insulin-Like Growth Factor 1,disease
ETCM_disease_id_2263,Increased Serum Iron,disease
ETCM_disease_id_2264,Increased Serum Lactate,disease
ETCM_disease_id_2265,Increased Serum Prostaglandin E2,disease
ETCM_disease_id_2266,Increased Serum Pyruvate,disease
ETCM_disease_id_2267,Increased Serum Serotonin,disease
ETCM_disease_id_2268,Increased Serum Testosterone Level,disease
ETCM_disease_id_2269,Increased Skull Ossification,disease
ETCM_disease_id_2270,Increased Spinal Bone Density,disease
ETCM_disease_id_2271,Increased Susceptibility To Fractures,disease
ETCM_disease_id_2272,Increased T Cell Count,disease
ETCM_disease_id_2273,Increased Thyroid-Stimulating Hormone Level,disease
ETCM_disease_id_2274,Increased Total Bilirubin,disease
ETCM_disease_id_2275,Increased Urinary Cortisol Level,disease
ETCM_disease_id_2276,Increased Urinary Disaccharide Excretion,disease
ETCM_disease_id_2277,Increased Urinary Hypoxanthine,disease
ETCM_disease_id_2278,Increased Urinary O-Linked Sialopeptides,disease
ETCM_disease_id_2279,Increased Urinary Potassium,disease
ETCM_disease_id_2280,Increased Urinary Sulfite,disease
ETCM_disease_id_2281,Increased Urinary Taurine,disease
ETCM_disease_id_2282,Increased Urinary Thiosulfate,disease
ETCM_disease_id_2283,Increased Urinary Urate,disease
ETCM_disease_id_2284,Increased Urine Alpha-Ketoglutarate Concentration,disease
ETCM_disease_id_2285,Increased Variability In Muscle Fiber Diameter,disease
ETCM_disease_id_2286,Increased Vldl Cholesterol Concentration,disease
ETCM_disease_id_2287,Inertia,disease
ETCM_disease_id_2288,Infantile Encephalopathy,disease
ETCM_disease_id_2289,Infantile Hypercalcemia,disease
ETCM_disease_id_2290,Infantile Muscular Hypotonia,disease
ETCM_disease_id_2291,Infantile Onset,disease
ETCM_disease_id_2292,Infantile Spasms,disease
ETCM_disease_id_2293,"Infarction, Middle Cerebral Artery",disease
ETCM_disease_id_2294,Infectious Disease,disease
ETCM_disease_id_2295,Infertility,disease
ETCM_disease_id_2296,Inflammation,disease
ETCM_disease_id_2297,Inflammation Of The Large Intestine,disease
ETCM_disease_id_2298,Inflammatory Abnormality Of The Eye,disease
ETCM_disease_id_2299,Inflammatory Abnormality Of The Skin,disease
ETCM_disease_id_2300,Inflammatory Arthritis,disease
ETCM_disease_id_2301,Inflammatory Demyelination,disease
ETCM_disease_id_2302,Inflammatory Disease Of Mucosal Surfaces,disease
ETCM_disease_id_2303,Inflammatory Diseases Associated With Hypoxia,disease
ETCM_disease_id_2304,Inflammatory Joint Diseases,disease
ETCM_disease_id_2305,Inflammatory Lung Disease,disease
ETCM_disease_id_2306,Inflammatory Myopathy,disease
ETCM_disease_id_2307,Inflammatory Neurological Disease,disease
ETCM_disease_id_2308,Inflammatory Pain,disease
ETCM_disease_id_2309,Inflammatory Response In Alcoholic Liver Disease,disease
ETCM_disease_id_2310,Inflammatory Skin Disorder,disease
ETCM_disease_id_2311,Influenza Virus Infections,disease
ETCM_disease_id_2312,Influenza Virus Pneumonia,disease
ETCM_disease_id_2313,Inguinal Hernia,disease
ETCM_disease_id_2314,Injury To Nervous Tissue Or Neurons,disease
ETCM_disease_id_2315,Injury To Spine And Spinal Cord,disease
ETCM_disease_id_2316,Innate Anxiety,disease
ETCM_disease_id_2317,Insidious Onset,disease
ETCM_disease_id_2318,Insomnia,disease
ETCM_disease_id_2319,Inspiratory Stridor,disease
ETCM_disease_id_2320,Insulin-Dependent But Ketosis-Resistant Diabetes,disease
ETCM_disease_id_2321,Insulin-Dependent Diabetes Mellitus,disease
ETCM_disease_id_2322,Insulin-Resistant Diabetes Mellitus,disease
ETCM_disease_id_2323,Insulin-Resistant Diabetes Mellitus At Puberty,disease
ETCM_disease_id_2324,Insulin Dependent Diabetes,disease
ETCM_disease_id_2325,Insulin Disorders,disease
ETCM_disease_id_2326,Insulin Insensitivity,disease
ETCM_disease_id_2327,Insulin Resistance,disease
ETCM_disease_id_2328,Insulinoma,disease
ETCM_disease_id_2329,Intellectual Disability,disease
ETCM_disease_id_2330,"Intellectual Disability, Borderline",disease
ETCM_disease_id_2331,"Intellectual Disability, Moderate",disease
ETCM_disease_id_2332,"Intellectual Disability, Profound",disease
ETCM_disease_id_2333,"Intellectual Disability, Progressive",disease
ETCM_disease_id_2334,"Intellectual Disability, Severe",disease
ETCM_disease_id_2335,Intention Tremor,disease
ETCM_disease_id_2336,Intercostal Muscle Weakness,disease
ETCM_disease_id_2337,Intermittent Diarrhea,disease
ETCM_disease_id_2338,Intermittent Episodes Of Respiratory Insufficiency Due To Muscle Weakness,disease
ETCM_disease_id_2339,Intermittent Generalized Erythematous Papular Rash,disease
ETCM_disease_id_2340,Intermittent Hyperpnea At Rest,disease
ETCM_disease_id_2341,Intermittent Hyperventilation,disease
ETCM_disease_id_2342,Intermittent Hypothermia,disease
ETCM_disease_id_2343,Intermittent Jaundice,disease
ETCM_disease_id_2344,Intermittent Lactic Acidemia,disease
ETCM_disease_id_2345,Intermittent Painful Muscle Spasms,disease
ETCM_disease_id_2346,Intermittent Thrombocytopenia,disease
ETCM_disease_id_2347,Internal Hemorrhage,disease
ETCM_disease_id_2348,Interphalangeal Joint Erosions,disease
ETCM_disease_id_2349,Interstitial Cystitis,disease
ETCM_disease_id_2350,Interstitial Pneumonitis,disease
ETCM_disease_id_2351,Interstitial Pulmonary Abnormality,disease
ETCM_disease_id_2352,Intervertebral Disc Degeneration,disease
ETCM_disease_id_2353,Intervertebral Disk Calcification,disease
ETCM_disease_id_2354,Intestinal Bleeding,disease
ETCM_disease_id_2355,Intestinal Carcinoid,disease
ETCM_disease_id_2356,Intestinal Edema,disease
ETCM_disease_id_2357,Intestinal Lymphangiectasia,disease
ETCM_disease_id_2358,Intestinal Malrotation,disease
ETCM_disease_id_2359,Intestinal Neoplasms,disease
ETCM_disease_id_2360,Intestinal Obstruction,disease
ETCM_disease_id_2361,Intestinal Perforation,disease
ETCM_disease_id_2362,Intestinal Polyposis,disease
ETCM_disease_id_2363,Intestinal Polyps,disease
ETCM_disease_id_2364,Intestinal Pseudo-Obstruction,disease
ETCM_disease_id_2365,Intimal Hyperplasia,disease
ETCM_disease_id_2366,Intimal Thickening In The Coronary Arteries,disease
ETCM_disease_id_2367,Intraalveolar Nodular Calcifications,disease
ETCM_disease_id_2368,Intracranial Hemorrhage,disease
ETCM_disease_id_2369,Intracranial Hemorrhages,disease
ETCM_disease_id_2370,Intractable Diarrhea,disease
ETCM_disease_id_2371,Intrahepatic Biliary Dysgenesis,disease
ETCM_disease_id_2372,Intrahepatic Cholangiocarcinoma,disease
ETCM_disease_id_2373,Intrahepatic Cholestasis,disease
ETCM_disease_id_2374,Intrahepatic Cholestasis With Episodic Jaundice,disease
ETCM_disease_id_2375,Intramuscular Hematoma,disease
ETCM_disease_id_2376,Intrinsic Hand Muscle Atrophy,disease
ETCM_disease_id_2377,Intussusception,disease
ETCM_disease_id_2378,Invasive Candidiasis,disease
ETCM_disease_id_2379,Involuntary Movements,disease
ETCM_disease_id_2380,Iridescent Posterior Subcapsular Cataract,disease
ETCM_disease_id_2381,Iridocyclitis,disease
ETCM_disease_id_2382,Iridodonesis,disease
ETCM_disease_id_2383,Iris Hypopigmentation,disease
ETCM_disease_id_2384,Iris Melanoma,disease
ETCM_disease_id_2385,Iritis,disease
ETCM_disease_id_2386,Iron Accumulation In Brain,disease
ETCM_disease_id_2387,Iron Accumulation In Substantia Nigra,disease
ETCM_disease_id_2388,Iron Deficiency Anemia,disease
ETCM_disease_id_2389,Iron Overload,disease
ETCM_disease_id_2390,Irregular Hyperpigmentation,disease
ETCM_disease_id_2391,Irregular Ossification Of Hand Bones,disease
ETCM_disease_id_2392,Irritability,disease
ETCM_disease_id_2393,Irritable Bowel Syndrome,disease
ETCM_disease_id_2394,Irritation,disease
ETCM_disease_id_2395,Ischemia,disease
ETCM_disease_id_2396,Ischemia Reperfusion Injuries,disease
ETCM_disease_id_2397,Ischemic Complications Of Nonurgent Coronary Stent Implantation,disease
ETCM_disease_id_2398,Ischemic Heart Diseases,disease
ETCM_disease_id_2399,Ischemic Injury,disease
ETCM_disease_id_2400,Ischemic Injury Of The Liver,disease
ETCM_disease_id_2401,Ischemic Reperfusion Injury,disease
ETCM_disease_id_2402,Ischemic Stroke,disease
ETCM_disease_id_2403,Ischemic Vascular Disease,disease
ETCM_disease_id_2404,Isosexual Precocious Puberty,disease
ETCM_disease_id_2405,Isothenuria,disease
ETCM_disease_id_2406,Jaundice,disease
ETCM_disease_id_2407,Jaw Pain,disease
ETCM_disease_id_2408,Jejunoileal Ulceration,disease
ETCM_disease_id_2409,Jerky Head Movements,disease
ETCM_disease_id_2410,Joint Contracture Of The 5Th Finger,disease
ETCM_disease_id_2411,Joint Contracture Of The Hand,disease
ETCM_disease_id_2412,Joint Hemorrhage,disease
ETCM_disease_id_2413,Joint Laxity,disease
ETCM_disease_id_2414,Joint Stiffness,disease
ETCM_disease_id_2415,Joint Swelling,disease
ETCM_disease_id_2416,Juvenile Colonic Polyposis,disease
ETCM_disease_id_2417,Juvenile Onset,disease
ETCM_disease_id_2418,Juvenile Rheumatoid Arthritis,disease
ETCM_disease_id_2419,Kaposi's Sarcoma,disease
ETCM_disease_id_2420,Keloids,disease
ETCM_disease_id_2421,Keratan Sulfate Excretion In Urine,disease
ETCM_disease_id_2422,Keratitis,disease
ETCM_disease_id_2423,Kernicterus,disease
ETCM_disease_id_2424,Ketoacidosis,disease
ETCM_disease_id_2425,Ketonemia,disease
ETCM_disease_id_2426,Ketonuria,disease
ETCM_disease_id_2427,Ketotic Hypoglycemia,disease
ETCM_disease_id_2428,Ki-1+ Anaplastic Large Cell Lymphoma,disease
ETCM_disease_id_2429,Kidney Cancer,disease
ETCM_disease_id_2430,Kidney Disease Induced By Mesangial Proliferation,disease
ETCM_disease_id_2431,Kidney Diseases,disease
ETCM_disease_id_2432,Kidney Neoplasm,disease
ETCM_disease_id_2433,Kinetic Tremor,disease
ETCM_disease_id_2434,Knee Clonus,disease
ETCM_disease_id_2435,Knee Dislocation,disease
ETCM_disease_id_2436,Knee Flexion Contracture,disease
ETCM_disease_id_2437,Knee Osteoarthritis,disease
ETCM_disease_id_2438,Korsakov's Alcoholic Psychosis,disease
ETCM_disease_id_2439,Kras Mutant Non-Small Cell Lung Cancer,disease
ETCM_disease_id_2440,Kyphosis,disease
ETCM_disease_id_2441,L-2-Hydroxyglutaric Acidemia,disease
ETCM_disease_id_2442,L-2-Hydroxyglutaric Aciduria,disease
ETCM_disease_id_2443,Lack Of Facial Subcutaneous Fat,disease
ETCM_disease_id_2444,Lack Of Skin Elasticity,disease
ETCM_disease_id_2445,Lack Of Subcutaneous Fatty Tissue,disease
ETCM_disease_id_2446,Lack Of T Cell Function,disease
ETCM_disease_id_2447,Lactic Acidosis,disease
ETCM_disease_id_2448,Lactose Intolerance,disease
ETCM_disease_id_2449,Lamellar Cataract,disease
ETCM_disease_id_2450,Large Cafe-Au-Lait Macules With Irregular Margins,disease
ETCM_disease_id_2451,Large Fontanelles,disease
ETCM_disease_id_2452,Large Joint Dislocations,disease
ETCM_disease_id_2453,Large Vessel Vasculitis,disease
ETCM_disease_id_2454,Laryngeal Atresia,disease
ETCM_disease_id_2455,Laryngeal Carcinoma,disease
ETCM_disease_id_2456,Laryngeal Dystonia,disease
ETCM_disease_id_2457,Laryngeal Edema,disease
ETCM_disease_id_2458,Laryngeal Stridor,disease
ETCM_disease_id_2459,Laryngospasm,disease
ETCM_disease_id_2460,Lasting Tachycardia,disease
ETCM_disease_id_2461,Late-Onset Distal Muscle Weakness,disease
ETCM_disease_id_2462,Late-Onset Proximal Muscle Weakness,disease
ETCM_disease_id_2463,Late-Stage B-Cell Lymphoma,disease
ETCM_disease_id_2464,Late-Stage Ovarian Cancer,disease
ETCM_disease_id_2465,Late-Stage Solid Tumors,disease
ETCM_disease_id_2466,Late Onset,disease
ETCM_disease_id_2467,Late Onset Congenital Glaucoma,disease
ETCM_disease_id_2468,Learning Disorders,disease
ETCM_disease_id_2469,Leber Optic Atrophy,disease
ETCM_disease_id_2470,Left Ventricular Hypertrophy,disease
ETCM_disease_id_2471,Left Ventricular Noncompaction Cardiomyopathy,disease
ETCM_disease_id_2472,Leg Muscle Stiffness,disease
ETCM_disease_id_2473,Leishmania Infections,disease
ETCM_disease_id_2474,"Leishmaniasis, Cutaneous",disease
ETCM_disease_id_2475,"Leishmaniasis, Visceral",disease
ETCM_disease_id_2476,Lethal Systemic Inflammatory Diseases,disease
ETCM_disease_id_2477,Lethargy,disease
ETCM_disease_id_2478,Leukocyte Inclusion Bodies,disease
ETCM_disease_id_2479,Leukocytosis,disease
ETCM_disease_id_2480,Leukodystrophy,disease
ETCM_disease_id_2481,Leukoencephalopathy,disease
ETCM_disease_id_2482,Leukonychia,disease
ETCM_disease_id_2483,Leukopenia,disease
ETCM_disease_id_2484,Levator Palpebrae Superioris Atrophy,disease
ETCM_disease_id_2485,Leydig Cell Insensitivity To Gonadotropin,disease
ETCM_disease_id_2486,Lichenification,disease
ETCM_disease_id_2487,Limb-Girdle Muscle Weakness,disease
ETCM_disease_id_2488,Limb Ataxia,disease
ETCM_disease_id_2489,Limb Dystonia,disease
ETCM_disease_id_2490,Limb Hypertonia,disease
ETCM_disease_id_2491,Limb Joint Contracture,disease
ETCM_disease_id_2492,Limb Muscle Weakness,disease
ETCM_disease_id_2493,Limb Myoclonus,disease
ETCM_disease_id_2494,Limb Pain,disease
ETCM_disease_id_2495,Limb Tremor,disease
ETCM_disease_id_2496,Limitation Of Knee Mobility,disease
ETCM_disease_id_2497,Limitation Of Movement At Ankles,disease
ETCM_disease_id_2498,Limited Elbow Flexion,disease
ETCM_disease_id_2499,Limited Elbow Flexion/Extension,disease
ETCM_disease_id_2500,Limited Elbow Movement,disease
ETCM_disease_id_2501,Limited Extraocular Movements,disease
ETCM_disease_id_2502,Limited Hip Extension,disease
ETCM_disease_id_2503,Limited Interphalangeal Movement,disease
ETCM_disease_id_2504,Limited Knee Extension,disease
ETCM_disease_id_2505,Limited Knee Flexion,disease
ETCM_disease_id_2506,Limited Knee Flexion/Extension,disease
ETCM_disease_id_2507,Limited Mobility Of Proximal Interphalangeal Joint,disease
ETCM_disease_id_2508,Limited Neck Flexion,disease
ETCM_disease_id_2509,Limited Neck Range Of Motion,disease
ETCM_disease_id_2510,Limited Pronation/Supination Of Forearm,disease
ETCM_disease_id_2511,Limited Shoulder Movement,disease
ETCM_disease_id_2512,Limited Wrist Extension,disease
ETCM_disease_id_2513,Limited Wrist Movement,disease
ETCM_disease_id_2514,Linear Hyperpigmentation,disease
ETCM_disease_id_2515,Lip Telangiectasia,disease
ETCM_disease_id_2516,Lipid Metabolic Disorders,disease
ETCM_disease_id_2517,"Lipid Metabolism, Inborn Errors",disease
ETCM_disease_id_2518,Lipodystrophy,disease
ETCM_disease_id_2519,Lipogranulomatosis,disease
ETCM_disease_id_2520,Lipoidosis,disease
ETCM_disease_id_2521,Lipoma,disease
ETCM_disease_id_2522,Lipoma Of Corpus Callosum,disease
ETCM_disease_id_2523,Lipomas Of The Central Neryous System,disease
ETCM_disease_id_2524,"Liposarcoma, Myxoid",disease
ETCM_disease_id_2525,Lisch Nodules,disease
ETCM_disease_id_2526,Liver Abscess,disease
ETCM_disease_id_2527,Liver Cancers,disease
ETCM_disease_id_2528,Liver Cirrhosis,disease
ETCM_disease_id_2529,Liver Diseases,disease
ETCM_disease_id_2530,Liver Failure,disease
ETCM_disease_id_2531,Liver Fibrogenesis,disease
ETCM_disease_id_2532,Liver Injury,disease
ETCM_disease_id_2533,Liver Neoplasms,disease
ETCM_disease_id_2534,Local Anesthesia,disease
ETCM_disease_id_2535,Localized Cancer,disease
ETCM_disease_id_2536,Localized Neuroblastoma,disease
ETCM_disease_id_2537,Localized Skin Lesion,disease
ETCM_disease_id_2538,Long Eyebrows,disease
ETCM_disease_id_2539,Long Penis,disease
ETCM_disease_id_2540,Loose Anagen Hair,disease
ETCM_disease_id_2541,Loss Of Ability To Walk,disease
ETCM_disease_id_2542,Loss Of Ability To Walk In Early Childhood,disease
ETCM_disease_id_2543,Loss Of Ability To Walk In First Decade,disease
ETCM_disease_id_2544,Loss Of Consciousness,disease
ETCM_disease_id_2545,Loss Of Facial Expression,disease
ETCM_disease_id_2546,Loss Of Speech,disease
ETCM_disease_id_2547,Loss Of Subcutaneous Adipose Tissue In Limbs,disease
ETCM_disease_id_2548,Loss Of Truncal Subcutaneous Adipose Tissue,disease
ETCM_disease_id_2549,Low-Frequency Hearing Loss,disease
ETCM_disease_id_2550,Low-Frequency Sensorineural Hearing Impairment,disease
ETCM_disease_id_2551,Low-Molecular-Weight Proteinuria,disease
ETCM_disease_id_2552,Low-Output Congestive Heart Failure,disease
ETCM_disease_id_2553,"Low-Set, Posteriorly Rotated Ears",disease
ETCM_disease_id_2554,Low-Set Nipples,disease
ETCM_disease_id_2555,Low-To-Normal Blood Pressure,disease
ETCM_disease_id_2556,Low Alkaline Phosphatase,disease
ETCM_disease_id_2557,Low Anterior Hairline,disease
ETCM_disease_id_2558,Low Apgar Score,disease
ETCM_disease_id_2559,Low Back Pain,disease
ETCM_disease_id_2560,Low Cholesterol Esterification Rates,disease
ETCM_disease_id_2561,Low Frustration Tolerance,disease
ETCM_disease_id_2562,Low High Density Lipoprotein Syndromes,disease
ETCM_disease_id_2563,Low Maternal Serum Estriol,disease
ETCM_disease_id_2564,Low Plasma Citrulline,disease
ETCM_disease_id_2565,Low Posterior Hairline,disease
ETCM_disease_id_2566,Low Serum Calcitriol,disease
ETCM_disease_id_2567,Low Urinary Cyclic Amp Response To Pth Administration,disease
ETCM_disease_id_2568,Lower Eyelid Coloboma,disease
ETCM_disease_id_2569,Lower Limb Amyotrophy,disease
ETCM_disease_id_2570,Lower Limb Hyperreflexia,disease
ETCM_disease_id_2571,Lower Limb Hypertonia,disease
ETCM_disease_id_2572,Lower Limb Muscle Weakness,disease
ETCM_disease_id_2573,Lower Limb Pain,disease
ETCM_disease_id_2574,Lower Limb Spasticity,disease
ETCM_disease_id_2575,Lower Thoracic Kyphosis,disease
ETCM_disease_id_2576,Lowering Cholesterol,disease
ETCM_disease_id_2577,Lps-Induced Left Ventricular Dysfunction,disease
ETCM_disease_id_2578,Lumbar Hyperlordosis,disease
ETCM_disease_id_2579,Lumbar Kyphoscoliosis,disease
ETCM_disease_id_2580,Lung Adenocarcinoma,disease
ETCM_disease_id_2581,Lung Cancer,disease
ETCM_disease_id_2582,Lung Cancers With Neuroendocrine Features,disease
ETCM_disease_id_2583,Lung Fibrosis,disease
ETCM_disease_id_2584,Lung Inflammation,disease
ETCM_disease_id_2585,Lung Injury,disease
ETCM_disease_id_2586,Lung Mucosal Allergic Inflammation,disease
ETCM_disease_id_2587,Lung Neoplasms,disease
ETCM_disease_id_2588,Lupus,disease
ETCM_disease_id_2589,Lupus Erythematosus,disease
ETCM_disease_id_2590,Lupus Nephritis,disease
ETCM_disease_id_2591,Lyme Disease,disease
ETCM_disease_id_2592,Lymph Node Hypoplasia,disease
ETCM_disease_id_2593,Lymphadenitis,disease
ETCM_disease_id_2594,Lymphadenopathy,disease
ETCM_disease_id_2595,Lymphangiectasis,disease
ETCM_disease_id_2596,Lymphangioma,disease
ETCM_disease_id_2597,Lymphangiomatosis,disease
ETCM_disease_id_2598,Lymphatic Disease,disease
ETCM_disease_id_2599,Lymphatic Metastasis,disease
ETCM_disease_id_2600,Lymphedema,disease
ETCM_disease_id_2601,Lymphoblast Tumor,disease
ETCM_disease_id_2602,Lymphocytosis,disease
ETCM_disease_id_2603,Lymphoid Malignancies,disease
ETCM_disease_id_2604,Lymphoma,disease
ETCM_disease_id_2605,"Lymphoma, Non-Hodgkin",disease
ETCM_disease_id_2606,Lymphopenia,disease
ETCM_disease_id_2607,Lymphoproliferative Disorder,disease
ETCM_disease_id_2608,Maceration,disease
ETCM_disease_id_2609,Macrocytic Anemia,disease
ETCM_disease_id_2610,Macrocytic Dyserythropoietic Anemia,disease
ETCM_disease_id_2611,Macronodular Adrenal Hyperplasia,disease
ETCM_disease_id_2612,"Macroorchidism, Postpubertal",disease
ETCM_disease_id_2613,Macrothrombocytopenia,disease
ETCM_disease_id_2614,Macrovesicular Hepatic Steatosis,disease
ETCM_disease_id_2615,Macular Degeneration,disease
ETCM_disease_id_2616,Macular Edema,disease
ETCM_disease_id_2617,Macular Flecks,disease
ETCM_disease_id_2618,Macular Hole,disease
ETCM_disease_id_2619,Macular Hyperpigmentation,disease
ETCM_disease_id_2620,Macular Hypopigmentation,disease
ETCM_disease_id_2621,Macule,disease
ETCM_disease_id_2622,Madelung-Like Forearm Deformities,disease
ETCM_disease_id_2623,Madelung Deformity,disease
ETCM_disease_id_2624,Magnesium Deficiency Dermatitis,disease
ETCM_disease_id_2625,Major Depressive Disorder,disease
ETCM_disease_id_2626,Malabsorption,disease
ETCM_disease_id_2627,Malabsorption Of Vitamin B12,disease
ETCM_disease_id_2628,Malar Rash,disease
ETCM_disease_id_2629,Malaria,disease
ETCM_disease_id_2630,Male Hypogonadism,disease
ETCM_disease_id_2631,Male Infertility,disease
ETCM_disease_id_2632,Male Infertility Asthenospermia,disease
ETCM_disease_id_2633,Male Sexual Dysfunction,disease
ETCM_disease_id_2634,Malignancy-Associated Hypercalcemia,disease
ETCM_disease_id_2635,Malignant Adrenal Gland Cancer,disease
ETCM_disease_id_2636,Malignant Blood Disorders,disease
ETCM_disease_id_2637,Malignant Eosinophil Proliferation,disease
ETCM_disease_id_2638,Malignant Fibrous Histiocytomas,disease
ETCM_disease_id_2639,Malignant Genitourinary Tract Tumor,disease
ETCM_disease_id_2640,Malignant Gliomas,disease
ETCM_disease_id_2641,Malignant Hyperthermia,disease
ETCM_disease_id_2642,Malignant Melanoma,disease
ETCM_disease_id_2643,Malignant Mesothelioma,disease
