症状,草药
[319],"[826, 832, 1048]"
"[237, 306]","[671, 826, 893, 908, 936, 1085, 1145]"
"[210, 246, 306]","[427, 817, 862, 958, 1090]"
[389],"[815, 831, 994, 1001, 1030, 1056]"
[80],"[499, 601, 656, 813, 1001, 1078, 1085]"
[383],"[587, 897]"
[306],"[868, 880, 882, 897, 995, 1067]"
[271],"[593, 995, 1049, 1072]"
"[135, 286]","[586, 587, 936, 994, 995, 1056, 1067]"
[363],[995]
[363],"[828, 831, 880, 1049, 1067]"
[363],"[474, 1072]"
[363],"[823, 824, 832, 1049]"
[271],[1042]
[363],"[586, 587, 598, 666, 827, 1056]"
[363],"[587, 828, 1067]"
[354],[587]
"[165, 208]","[460, 875, 979]"
[336],"[427, 817, 938, 1093, 1095]"
[80],[499]
[271],[1042]
[325],"[817, 819, 842, 857, 907, 964, 965, 987, 1049, 1090, 1093, 1095, 1100, 1148, 1165]"
[348],"[652, 654, 858, 880, 891, 920, 943, 994]"
[379],[866]
"[251, 389]",[987]
"[138, 242, 329, 338]","[489, 590, 865, 912, 956, 978]"
[304],[569]
[336],"[427, 817, 938, 1093, 1095]"
[236],"[915, 936, 1045, 1066, 1067, 1078]"
[363],"[606, 1049, 1056]"
[306],"[831, 936, 995, 1049, 1056]"
[175],"[569, 1091, 1095, 1101, 1119]"
[242],"[489, 865, 880, 912, 913, 979, 996, 1044]"
[88],"[868, 880, 912]"
[242],"[511, 827, 873, 907, 967, 1092, 1095, 1101]"
[349],"[666, 791, 815, 964, 1056, 1167]"
[367],"[676, 853, 928, 1049]"
[236],"[915, 936, 1045, 1066, 1067, 1078]"
[175],"[853, 858, 862, 1044]"
[363],"[606, 1049, 1056]"
"[314, 325, 348, 363, 367, 375]","[882, 994, 1044, 1089, 1174]"
"[94, 269, 293, 330]","[912, 938, 1044]"
[367],"[489, 540, 865, 1056, 1089, 1163]"
"[94, 330]",[1044]
[348],"[427, 436, 440, 831, 853, 1023, 1044]"
"[217, 236, 283, 357, 367]","[537, 816, 817, 819, 826, 834, 907, 938, 953, 964, 987, 1044, 1045, 1049, 1056, 1067, 1090, 1093, 1100, 1119, 1159, 1165]"
"[206, 208, 283, 319, 357, 367]","[1089, 1174]"
"[94, 330]",[1044]
[299],"[489, 913]"
"[76, 344]","[820, 901, 907, 964, 1031, 1042, 1067]"
[123],"[487, 858]"
[306],"[858, 994, 1003]"
"[283, 308]","[537, 666, 818, 833, 936, 1016, 1165]"
[253],"[426, 598, 814, 1023, 1049]"
[211],"[436, 682, 777, 813, 817, 819, 865, 880, 907, 947, 958, 961, 1033, 1049, 1067, 1090, 1095, 1101]"
"[208, 349, 367]","[540, 777, 815, 819, 834, 907, 936, 961, 983, 1049, 1056]"
[363],"[1003, 1023]"
[363],"[521, 586, 815, 817, 828, 834, 846, 852, 857, 936, 986, 995, 1023, 1056, 1067, 1119, 1174]"
[306],"[827, 854, 862, 864, 865, 898, 947, 1049, 1101]"
[367],"[676, 862, 901, 1142]"
"[196, 257, 332, 348, 372]","[637, 1053]"
"[88, 262, 306, 365]","[453, 515, 569, 753, 762, 1112]"
[299],"[489, 913]"
[88],"[854, 865, 978, 979, 997, 1095, 1119]"
[123],"[487, 858]"
[348],"[816, 817, 819, 827, 907, 947, 978, 979, 1049, 1067, 1081, 1095, 1100, 1101]"
"[198, 242]","[816, 819, 915, 947, 1001, 1060, 1067]"
"[283, 308]","[537, 666, 818, 833, 936, 1016, 1165]"
"[135, 286, 348, 363]","[862, 864, 947, 962, 1044, 1056, 1101, 1182]"
"[217, 254, 353]","[428, 816, 817, 819, 827, 832, 834, 854, 876, 886, 907, 912, 974, 987, 1011, 1044, 1090, 1095, 1100]"
"[135, 254]",[1151]
[88],"[486, 530, 805, 854, 862, 864, 865, 868, 912, 913, 950, 952, 962, 963, 1041, 1044, 1119, 1151, 1182]"
"[308, 330, 349, 389]","[805, 865, 1174]"
"[196, 257, 332, 348, 372]","[637, 1053]"
"[299, 389]","[456, 962, 1039, 1078, 1082]"
"[208, 231, 236, 294]","[400, 474, 598, 646, 654, 812, 813, 868, 880, 915, 926, 1060, 1065]"
"[211, 369]","[427, 436, 489, 686, 817, 819, 865, 912, 938, 944, 947, 953, 958, 1044, 1091, 1182]"
[175],"[486, 537, 864, 865, 927, 954, 1003]"
[348],[828]
"[135, 203, 253, 254, 286, 325, 348, 372]","[854, 862, 865, 898, 947, 1044, 1049, 1101, 1119]"
[369],"[824, 854, 862, 865, 868, 880, 886, 898, 1044]"
[349],"[815, 826, 828, 831, 832, 834, 839, 857, 867, 897, 907, 910, 936, 1031, 1045, 1049, 1067]"
"[135, 254]",[1151]
"[14, 328]","[934, 935, 936, 1045, 1049, 1056]"
[319],"[550, 827, 971, 1049]"
"[308, 330, 349, 389]","[805, 865, 1174]"
[197],"[545, 620, 816, 817, 819, 901, 967, 989, 1031, 1049, 1095, 1097, 1100, 1145]"
[363],"[593, 828, 857, 880, 964, 995, 1023, 1042, 1066, 1067]"
[299],"[475, 643, 901, 915, 994, 1030, 1066, 1067, 1119, 1158]"
[27],"[494, 1030, 1066, 1067]"
[165],[1066]
[294],"[593, 812, 908, 942, 1042, 1049, 1065, 1066, 1067, 1068]"
[363],"[828, 857, 880, 995, 1023, 1066]"
[367],"[436, 936, 1049, 1056, 1066]"
[363],"[857, 1066, 1067]"
[367],"[528, 602, 620, 666, 777, 809, 908, 1035, 1039, 1056, 1066]"
[367],"[436, 936, 1049, 1056, 1066]"
[363],"[857, 1066, 1067]"
[367],"[602, 813, 831, 834, 936, 1035, 1049, 1056, 1066]"
[286],"[539, 676, 925, 995, 1049, 1066, 1089, 1095]"
[367],"[436, 676, 846, 853, 1066, 1167]"
[363],"[532, 586, 602, 827, 897, 907, 995, 1066, 1067]"
[206],"[857, 936, 1030, 1066]"
"[208, 328]","[602, 620, 662, 666, 813, 817, 902, 1056, 1066, 1110]"
"[208, 328]","[602, 620, 662, 666, 813, 817, 902, 1056, 1066, 1110]"
[17],"[539, 676, 834, 846, 1049, 1066]"
[344],"[593, 812, 906, 907, 908, 1042, 1065, 1066, 1067]"
"[86, 222, 306, 363]","[438, 586, 666, 964, 1023, 1049, 1056, 1066, 1067, 1159]"
"[208, 328]","[602, 620, 662, 666, 813, 817, 902, 1056, 1066, 1110]"
[210],"[901, 964, 1066, 1097]"
[363],"[901, 1045, 1060, 1066, 1067]"
[151],"[1066, 1067, 1189]"
"[151, 363]","[1049, 1066, 1067]"
[206],[1066]
[375],"[500, 1066]"
[367],"[1056, 1066]"
[335],"[812, 1043, 1066]"
[363],"[593, 828, 901, 994, 995, 1023, 1066, 1067]"
"[193, 367]","[484, 666, 809, 936, 1056, 1066]"
"[274, 348]","[818, 857, 964, 1066]"
[210],"[777, 964, 1066, 1097]"
[10],"[427, 819, 947, 1066, 1067]"
"[86, 299]","[987, 1030, 1049, 1066, 1067, 1095]"
[293],"[1049, 1066]"
[299],"[901, 995, 1031, 1049, 1066, 1067]"
[299],"[528, 666, 961, 964, 1049, 1066, 1067]"
[294],"[653, 994, 995, 1066]"
[222],"[666, 831, 1031, 1045, 1066, 1067]"
"[274, 348, 363]","[666, 815, 936, 964, 1031, 1045, 1049, 1066, 1067]"
[367],"[666, 676, 983, 1049, 1066]"
[363],"[549, 901, 1045, 1066, 1067]"
[151],"[666, 815, 936, 964, 1049, 1066, 1067]"
[363],"[901, 1066, 1067]"
[151],"[574, 936, 995, 1042, 1045, 1049, 1066, 1067]"
[363],"[587, 839, 901, 1049, 1066, 1067, 1189]"
"[156, 363]","[574, 880, 995, 1066, 1067]"
[294],"[904, 910, 915, 1065, 1066, 1067]"
[382],"[499, 964, 1049, 1066, 1132]"
[367],"[676, 1049, 1056, 1066, 1089]"
"[151, 231]","[574, 936, 1045, 1056, 1066]"
[367],"[834, 846, 1049, 1056, 1066, 1089, 1189]"
"[276, 367]","[602, 666, 995, 1045, 1049, 1056, 1066, 1089]"
[299],"[965, 1066, 1095, 1122, 1138]"
[299],"[965, 1049, 1056, 1066]"
[299],"[965, 1049, 1066]"
[363],"[598, 1042, 1049, 1066, 1191]"
[286],"[539, 936, 1049, 1066, 1089]"
[165],"[662, 901, 995, 1049, 1066, 1158, 1159]"
[367],"[602, 666, 995, 1045, 1066, 1072, 1089]"
[382],"[908, 1066, 1067, 1078]"
[151],[1066]
[367],"[662, 665, 936, 1023, 1066, 1089]"
[193],"[890, 1066, 1089]"
[367],[829]
[156],"[586, 920, 994, 995, 1067]"
[269],"[865, 909, 920]"
[208],"[440, 815, 865, 867, 920, 973, 1067, 1108]"
[222],"[867, 875, 880, 897, 898, 920, 1023, 1049, 1095]"
[269],"[865, 909, 920]"
[276],"[440, 455, 865, 880, 920, 1049, 1191]"
[299],"[893, 996, 1128]"
"[266, 282]","[847, 1066]"
[376],"[511, 602, 666, 936, 1045, 1049, 1056, 1066, 1067, 1159]"
[382],"[901, 907, 1030, 1066, 1067]"
"[266, 282]","[847, 1066]"
"[80, 236]",[1066]
[382],"[906, 934, 935, 936, 1045, 1066]"
[367],"[907, 1030, 1066, 1067]"
"[299, 367]","[601, 666, 713, 813, 934, 936, 1066]"
[27],"[1031, 1049, 1066, 1067]"
[382],"[901, 907, 1030, 1066, 1067]"
[363],"[593, 828, 857, 880, 964, 995, 1042, 1066, 1067]"
[195],"[629, 826, 897, 907, 1030, 1045, 1066, 1067]"
"[257, 308, 372]","[574, 1066, 1078, 1117]"
"[260, 363]","[498, 1030, 1049, 1066, 1089, 1189]"
[195],"[629, 826, 897, 907, 1030, 1045, 1066, 1067]"
"[260, 363]","[498, 1030, 1049, 1066, 1089, 1189]"
"[269, 286, 306]","[469, 829, 832, 880, 882, 920, 995]"
[262],"[864, 909, 920, 958, 960]"
[363],"[496, 739, 862, 864, 868, 880, 920, 953, 954, 1108, 1113, 1163]"
[330],"[469, 540, 857, 884, 920, 1027, 1028, 1148]"
"[269, 286, 306]","[613, 864, 920]"
"[269, 306, 363]","[826, 832, 882, 898, 907, 996, 1001, 1023, 1049, 1095, 1108]"
[367],"[1049, 1066, 1190]"
[208],[936]
[299],[1049]
[286],"[828, 867, 880, 894, 995, 1023, 1045, 1049, 1113]"
[354],"[828, 995, 1045, 1049, 1056, 1067]"
[363],"[828, 857, 994, 995]"
[29],[832]
[202],"[995, 1049]"
[299],"[484, 832, 888, 903, 907, 964, 1031, 1067, 1126, 1132]"
[367],"[815, 846, 867, 880, 1030, 1089, 1119]"
"[14, 246]","[521, 691, 925, 936, 937, 1175, 1189]"
"[193, 246]","[521, 846, 935, 1049, 1056, 1089, 1101, 1189]"
[306],"[993, 994, 995, 1028, 1045, 1049, 1056]"
"[247, 304]","[586, 901, 995, 1031, 1049, 1067]"
[306],"[586, 598, 828, 868, 880, 894, 898, 920, 995, 1023, 1045, 1049, 1159]"
[193],"[521, 691, 925, 936, 937, 1189]"
[306],"[831, 839, 936, 995, 1045, 1049]"
[367],"[834, 846, 936, 1049, 1056, 1089, 1189]"
[202],"[442, 1049]"
[354],"[586, 831]"
[367],"[834, 846, 936, 1049, 1056, 1089, 1189]"
[276],"[602, 815, 820, 831, 880, 894]"
[202],"[1049, 1056]"
[202],"[826, 1049, 1095]"
[202],"[426, 1049]"
"[293, 306]","[602, 666, 831, 936, 1045, 1049, 1056]"
[274],"[666, 818, 1049, 1056]"
[164],"[831, 834, 880, 936, 995, 1045, 1049, 1056]"
[367],"[1049, 1089]"
[306],"[598, 996, 1045, 1049, 1056]"
[367],"[548, 819, 839, 880, 925, 1119]"
[306],"[666, 831, 936, 1049, 1056]"
[367],"[834, 1056, 1089]"
[367],"[1049, 1089, 1189]"
[306],"[666, 820, 836, 1119, 1189]"
[286],"[587, 867, 936, 1049, 1056]"
"[367, 389]","[794, 953, 1044]"
[312],"[623, 997, 1019, 1045, 1071, 1078]"
[232],"[739, 805, 862, 865, 1041, 1044]"
"[193, 367]","[590, 888, 929, 936, 978, 979, 1031, 1067, 1095, 1122, 1130, 1148, 1191]"
"[202, 286]","[831, 832]"
[306],"[831, 832, 894, 936, 1049]"
[306],"[586, 832, 857, 936]"
"[14, 363]",[1067]
[261],"[897, 907, 1132]"
[352],"[820, 965, 994, 1001, 1049, 1056, 1167]"
[363],"[586, 828, 901, 970, 994, 995, 1023, 1045, 1067]"
[363],"[586, 828, 880, 901, 994, 1023, 1042, 1067]"
[211],"[436, 831, 865, 947, 986, 994]"
"[274, 348]","[602, 994]"
[147],"[994, 1029, 1119]"
[246],"[880, 994]"
[312],"[449, 994, 1089]"
[153],"[475, 569, 994, 1056, 1067]"
[389],"[816, 862, 907, 958, 987, 989, 1039, 1044, 1101, 1119, 1165]"
[348],"[868, 945, 994]"
[165],[994]
[325],[994]
[348],"[994, 1165]"
"[290, 363]","[936, 994, 1045, 1056, 1159]"
[306],"[994, 1049]"
"[274, 348]","[815, 828, 936, 987, 994, 1023, 1031, 1049, 1056]"
[348],"[994, 995, 1067, 1101]"
[254],"[818, 828, 936, 994, 995, 1023, 1049, 1056, 1067]"
[254],"[994, 1023]"
[306],"[831, 832, 894, 936, 1049]"
[348],"[602, 653, 936, 994, 1056, 1165]"
"[286, 363]","[586, 831, 834, 867, 936, 994, 1023, 1045, 1049]"
[208],"[815, 983, 994]"
"[269, 306, 363, 367]","[827, 831, 994, 995, 1023, 1045, 1049]"
[246],[994]
[293],[994]
[106],"[815, 819, 834, 836, 880, 904, 986, 994, 1045, 1049, 1056, 1067, 1095]"
"[312, 353]","[601, 816, 817, 894, 907, 908, 915, 947, 987, 994, 1045, 1049, 1067, 1093]"
[346],"[813, 875, 936, 994, 995, 1049, 1056]"
[371],"[965, 994, 1147]"
[135],"[994, 1049, 1056]"
[156],"[829, 994]"
"[135, 282, 338]","[816, 907, 994, 1001, 1045]"
[274],"[834, 987, 994, 1045]"
[138],[994]
[338],[994]
[231],"[994, 995]"
[254],"[587, 823, 868, 994]"
[314],"[994, 995, 1031, 1049, 1056]"
[323],"[602, 868, 880, 915, 943, 994, 1042, 1056, 1060, 1065, 1067, 1081]"
[274],"[894, 925, 964, 994, 1031, 1049, 1056, 1101]"
"[106, 282, 338]","[816, 831, 836, 936, 994, 995, 1045, 1056, 1067, 1101, 1165]"
[219],"[436, 831, 880, 994, 995, 1045, 1067]"
[348],"[463, 880, 994, 1045, 1056, 1089]"
[135],"[587, 828, 994, 1023, 1045, 1049]"
[338],"[427, 436, 557, 831, 865, 958, 994, 995]"
[138],"[519, 557, 570, 816, 817, 880, 894, 915, 994, 1060, 1067]"
[125],"[570, 817, 868, 880, 894, 908, 915, 994, 1049, 1060, 1065, 1067]"
[308],"[666, 831, 936, 994, 1045, 1049, 1056]"
[312],"[602, 880, 909, 945, 994]"
[314],"[602, 819, 880, 894, 915, 943, 994, 1060, 1065, 1067, 1158]"
[314],"[475, 817, 819, 915, 994, 1060, 1067]"
[254],"[426, 823, 828, 994, 995, 1023, 1049, 1056, 1067]"
[222],"[426, 587, 994, 1049]"
[363],"[586, 602, 828, 880, 994, 995, 1023, 1049, 1067]"
"[276, 306, 348]","[831, 836, 867, 894, 994, 1056, 1165]"
[363],"[857, 994, 995, 1049]"
[363],"[994, 995, 1028, 1049, 1067]"
[363],"[857, 880, 904, 994, 1042, 1067]"
[86],"[785, 819, 836, 894, 925, 964, 987, 994, 1049, 1067, 1089, 1101]"
"[165, 354]","[600, 811, 853, 858, 994, 1067]"
"[135, 338, 363, 376]","[586, 898, 994, 1045, 1049, 1056, 1067]"
[135],"[818, 994, 1056]"
[80],"[934, 994]"
[329],"[816, 817, 925, 964, 994, 1045, 1049, 1056, 1101, 1159]"
[135],"[832, 898, 994, 995, 1045, 1056, 1067]"
[338],"[427, 436, 557, 831, 865, 958, 994, 995]"
[138],"[682, 994]"
[262],"[682, 749, 817, 819, 832, 836, 936, 958, 994, 1049, 1148]"
"[164, 219, 290]","[857, 964, 994, 1119]"
[306],"[424, 598, 828, 880, 898, 994, 995, 996, 1028, 1045, 1049]"
[312],"[602, 880, 909, 945, 994]"
[314],"[602, 819, 880, 894, 915, 943, 994, 1060, 1065, 1067, 1158]"
[348],"[907, 987, 994, 1101]"
[348],"[839, 994]"
[363],"[586, 602, 828, 880, 994, 995, 1023, 1049, 1067]"
[354],"[880, 936, 994, 1045, 1056]"
[363],"[994, 995, 1028, 1049, 1067]"
[266],"[424, 583, 828, 832, 868, 898, 936, 993, 994, 1028, 1045, 1056]"
"[130, 290]","[602, 994]"
"[135, 207, 269, 306, 363]","[936, 994, 1030, 1045, 1056]"
[363],"[994, 1000, 1001, 1045, 1049, 1056]"
[363],"[1023, 1045]"
[363],"[894, 994, 995]"
[354],"[936, 994, 995, 1045, 1047, 1048]"
"[286, 363]",[994]
[14],"[934, 935, 936, 994, 995, 1045, 1049, 1056]"
[293],"[828, 831, 994, 995, 1045, 1049, 1056, 1067]"
[262],"[682, 749, 817, 819, 832, 836, 936, 958, 994, 1049, 1148]"
[313],"[817, 907, 925, 964, 994, 995, 1049, 1056, 1072, 1089, 1101, 1159]"
"[237, 269, 306]","[629, 994, 995, 1001, 1045]"
[363],"[826, 831, 1000, 1015]"
"[138, 246, 282, 306, 346, 372, 376]","[816, 817, 994, 1001, 1049, 1056, 1067, 1159]"
"[269, 363]","[598, 601, 823, 824, 831, 898, 994, 1016]"
"[135, 207, 269, 306, 363]","[456, 665, 880, 994, 995]"
[156],"[519, 570, 817, 819, 823, 915, 994, 1045, 1060, 1065]"
[130],"[420, 654, 655, 813, 994, 1023, 1060]"
[363],"[894, 994, 995]"
[97],"[531, 602, 662, 813, 817, 907, 915, 945, 987, 1031, 1056, 1067, 1167]"
[389],"[500, 540, 832, 857, 862, 865, 868, 880, 882, 898, 912, 928, 962, 964, 969, 971, 1049, 1108, 1113, 1119, 1135, 1174]"
[236],"[813, 834, 880, 936, 1039, 1049, 1056]"
[389],"[479, 865, 880, 1044, 1119, 1174]"
"[222, 389]","[479, 862, 928, 1044, 1089, 1174]"
[369],"[865, 954, 978, 1023, 1090]"
[262],"[961, 1109, 1119, 1148, 1187]"
[308],"[859, 1003]"
"[156, 363]","[857, 867, 880, 1108]"
[241],"[880, 993, 994]"
"[274, 286, 348, 367]","[436, 831, 853, 936, 1023, 1056, 1090]"
[229],"[629, 827, 831, 832, 936, 938, 1045, 1056, 1067]"
"[165, 237, 319, 367, 389]","[550, 867, 880, 971, 973, 1119, 1135]"
"[265, 363]","[867, 938, 964, 1119]"
"[156, 166, 222, 241, 254, 286, 306]","[880, 882, 993, 994]"
[165],"[586, 600, 827, 901, 1067]"
[274],"[880, 936, 1049, 1056, 1101, 1119, 1132]"
[271],"[888, 970]"
[27],[1143]
[262],"[590, 912, 913, 1067, 1191]"
[369],"[584, 854, 862, 865, 1044]"
"[47, 367]","[428, 739, 749, 834, 944, 946, 958, 964, 1049, 1089, 1090, 1091, 1148, 1165]"
[262],"[937, 938, 958, 1067, 1100, 1109, 1135]"
[262],"[541, 574, 623, 849, 850, 868, 880, 915, 1049, 1067]"
[349],"[805, 865, 1174]"
"[80, 244, 299, 308, 349, 369, 389]","[805, 865, 1174]"
[349],"[805, 865, 928, 961, 1174]"
[241],"[865, 867, 909, 994, 1174]"
"[208, 257]","[834, 865, 880, 936, 1044, 1049, 1056]"
"[208, 236]","[813, 834, 865, 880, 936, 1039, 1049, 1056]"
"[306, 367, 369]","[948, 1044, 1089]"
[389],"[500, 540, 629, 832, 857, 862, 865, 868, 880, 882, 898, 912, 928, 962, 964, 969, 971, 1113, 1119, 1135, 1174]"
"[10, 389]","[811, 865, 1033]"
[367],"[749, 1049]"
[369],"[584, 854, 862, 865, 1044]"
"[47, 367]","[428, 739, 749, 834, 944, 946, 958, 964, 1049, 1089, 1090, 1091, 1148, 1165]"
[262],"[937, 938, 958, 1067, 1100, 1109, 1135]"
[262],"[541, 574, 623, 849, 850, 868, 880, 915, 1049, 1067]"
[262],[1069]
[222],[1069]
[348],"[1049, 1101]"
"[133, 274, 315, 348]",[1069]
[306],[1056]
"[306, 367, 369]","[948, 1044, 1089]"
[363],[1069]
[375],[1069]
[254],"[587, 823, 996, 1023, 1045]"
[274],"[550, 815, 857, 964, 969, 973, 983, 1163, 1167]"
[236],"[834, 907, 1049, 1090]"
[236],"[629, 817, 819, 907, 987, 1090, 1095, 1100]"
[367],"[671, 927]"
[367],"[429, 445, 602, 833, 834, 835, 836, 846, 964, 1030, 1035, 1039, 1049, 1078, 1082, 1085, 1089, 1101, 1165, 1167, 1189]"
[363],[1069]
[299],"[818, 840, 1023, 1127, 1189]"
[299],"[901, 995, 1049, 1066]"
[299],"[420, 901, 905, 936, 1035, 1049, 1056]"
[246],[1093]
[293],"[418, 602, 620, 643, 666, 934, 936, 995, 1039, 1049, 1060, 1081, 1117]"
[335],"[608, 666, 936, 1042, 1043]"
[102],"[608, 936, 1042, 1043]"
[312],"[1069, 1174]"
[348],"[422, 428, 817, 820, 826, 831, 834, 839, 857, 867, 880, 884, 897, 936, 964, 1045, 1049, 1056, 1090, 1101, 1108, 1120, 1148, 1165]"
[389],"[427, 831, 835, 839, 842, 936, 964, 1089, 1101, 1119]"
[389],"[427, 739, 947, 1120]"
"[306, 348, 367]","[436, 739, 805, 862, 865, 1033, 1044]"
[308],[1120]
[274],"[853, 857, 862, 865, 962, 965, 967, 970, 987, 994, 995, 1044, 1089, 1120, 1147]"
[331],"[857, 961]"
[299],"[420, 528, 820, 840, 1049, 1067]"
[210],"[528, 857, 964, 1049, 1066, 1132]"
[210],[865]
"[299, 387]","[666, 961, 1031, 1049]"
[299],"[820, 961, 1031, 1049]"
[210],"[484, 857, 967, 1119, 1132]"
[299],"[420, 964, 1030, 1045, 1056]"
"[274, 299, 348]","[666, 936, 964, 1031, 1049, 1165]"
[210],"[901, 906, 1189]"
[210],[902]
[210],[906]
"[210, 274, 299, 348]","[662, 666, 840, 936, 1023]"
[299],[662]
[306],"[818, 832, 836, 884, 1091]"
"[222, 245]","[956, 967]"
[363],"[475, 713, 816, 819, 897, 906, 907, 910, 919, 980, 995, 1001, 1030, 1049, 1067]"
[80],[1097]
[244],"[967, 1171]"
[34],"[537, 964, 965, 1049, 1165]"
[197],[956]
[319],"[550, 596, 835, 882, 884, 936, 1018, 1027, 1045, 1056]"
[88],"[856, 862, 865, 960, 972, 1044, 1182]"
[312],"[816, 1101]"
[308],[967]
"[259, 289]",[967]
[363],"[820, 967, 1132, 1171]"
[271],"[857, 894, 964, 967, 1031, 1049, 1100, 1119]"
"[222, 245, 303]","[909, 917, 918, 1119]"
[389],"[852, 977]"
[222],[986]
[367],"[438, 691, 831, 832, 834, 1049, 1056, 1066, 1089]"
"[290, 299, 348, 367]","[438, 602, 676, 831, 832, 834, 1049, 1056, 1066, 1089, 1101, 1167]"
[363],"[815, 834, 839, 934, 942, 964, 1031, 1056, 1089, 1119]"
[208],"[511, 665, 666, 815, 817, 833, 853, 862, 936, 964, 983]"
[206],[609]
[308],"[1089, 1114, 1119]"
"[303, 306, 308]","[820, 834, 835, 884, 907, 910, 936, 937, 1049, 1067, 1091]"
[389],"[805, 1067]"
[308],[893]
[367],"[852, 862, 893, 938]"
"[227, 262]","[453, 500, 590, 1119]"
"[210, 299]",[1069]
"[29, 274]","[537, 959, 1069]"
[308],[893]
"[208, 274, 349]","[550, 791, 969, 973, 983, 1167]"
[349],"[540, 550, 815, 857, 973, 1056, 1163]"
[309],"[426, 686, 824, 867, 873, 880, 1067, 1095]"
[389],"[584, 805, 865, 961, 1016, 1113, 1174]"
[286],"[426, 831, 1023, 1028, 1049, 1056]"
[363],"[898, 1030, 1049]"
[254],"[424, 586, 823, 880]"
"[246, 367]","[521, 819, 867, 880, 925, 934, 994, 1049, 1189]"
"[254, 308]","[823, 828, 1023, 1056, 1102]"
[309],"[541, 880, 995, 1067, 1120]"
"[241, 286]","[888, 897, 1001, 1031, 1049]"
[349],"[540, 550, 815, 857, 973, 1056, 1163]"
[198],[492]
[80],"[522, 662, 931, 932, 938, 1089]"
[286],"[426, 831, 1023, 1028, 1049, 1056]"
[254],"[424, 586, 823, 880]"
"[246, 367]","[820, 1049, 1067, 1159]"
"[254, 308]","[823, 828, 1023, 1056, 1102]"
[210],"[609, 865]"
[198],[492]
[322],[1119]
[335],"[456, 1015]"
[102],"[608, 1043, 1049]"
[335],"[828, 1023, 1043, 1067]"
[349],"[704, 864, 912, 913]"
[299],"[511, 662, 818, 840, 1023, 1127]"
[259],"[665, 817, 1049, 1056, 1153]"
"[210, 299]","[777, 815, 906, 937, 1049, 1056, 1066, 1078, 1090]"
"[120, 208, 367]","[438, 539, 602, 659, 665, 676, 832, 834, 846, 1049, 1066, 1089, 1101, 1167]"
"[306, 322]","[867, 880, 894, 933, 1108, 1113, 1119]"
"[241, 267, 295, 363]","[867, 933, 995, 1108, 1113]"
[246],"[486, 623, 657, 907, 915, 978, 979, 1067]"
"[346, 348]","[500, 978, 979, 988, 1100]"
"[266, 345]","[499, 528, 542, 666, 815, 817, 819, 820, 894, 964, 1031, 1049, 1093, 1132]"
[389],"[853, 859]"
[389],"[817, 947, 960, 1044, 1090]"
[211],"[436, 817, 831, 964, 1049]"
[389],"[427, 815, 819, 944, 947, 1049, 1119, 1171]"
"[193, 217, 227, 308]","[683, 749, 817, 907, 937, 964, 1030, 1049, 1067, 1100, 1148]"
[363],[883]
[369],"[427, 817, 865, 947, 953, 1041, 1049]"
[282],"[815, 816, 817, 819, 820, 907, 1049, 1072, 1089, 1095, 1098, 1101]"
"[259, 286]","[820, 824, 827, 828, 831, 832, 894, 897, 907, 964, 1031, 1049, 1095, 1119, 1132]"
"[135, 338]","[528, 805, 862, 865, 868, 876, 880, 886, 961, 1032, 1039, 1044]"
[367],"[676, 777, 815, 831, 936, 942, 983, 1056, 1089, 1101]"
"[193, 217, 227, 308]","[683, 749, 817, 907, 937, 964, 1030, 1049, 1067, 1100, 1148]"
[198],"[815, 819, 824, 827, 880, 882, 936, 983, 1028, 1072]"
[376],"[815, 818, 828, 831, 994, 1047, 1049, 1067]"
[175],"[515, 519, 552, 749, 785, 817, 907, 915, 937, 964, 1049, 1056, 1067, 1090, 1100]"
[369],"[427, 817, 865, 947, 953, 1041, 1049]"
"[135, 306, 353, 363]","[584, 795, 805, 823, 824, 827, 857, 862, 864, 865, 867, 880, 883, 886, 893, 1005, 1041, 1044, 1049, 1090, 1093, 1095, 1101, 1151, 1165, 1167, 1182]"
[206],"[827, 832, 964, 965, 1148, 1162]"
[389],"[816, 862, 907, 958, 987, 989, 1039, 1044, 1101, 1119, 1165]"
[193],"[629, 842, 987, 1000, 1001, 1039, 1045, 1056, 1078, 1089]"
"[323, 348]","[436, 829, 831, 832, 882, 936]"
[198],"[815, 817, 819, 907, 964, 1049, 1095, 1100]"
"[211, 389]","[427, 831, 832, 833, 834, 839, 857, 907, 936, 947, 958, 964, 1030, 1039, 1045, 1049, 1056, 1067]"
"[290, 313, 376]","[816, 817, 819, 925, 947, 983, 987, 1049, 1100]"
[348],"[662, 816, 817, 819, 907, 1031, 1067, 1095, 1098, 1100]"
[338],"[440, 853, 978, 1090, 1174]"
[328],"[499, 936, 1001, 1045]"
[81],"[812, 817, 819, 827, 907, 953, 958, 978, 979, 983, 1049, 1090, 1091, 1100]"
[363],"[547, 550, 867, 880, 894, 987, 995, 1016]"
[363],"[547, 550, 828, 839, 867, 959, 1119]"
"[29, 85, 363]","[509, 547, 550, 867, 894, 959, 1016, 1119]"
[10],"[602, 666, 832, 964, 1005, 1030, 1045, 1049, 1056, 1167]"
[328],"[499, 936, 1001, 1045]"
[345],"[683, 817, 819, 907, 1031, 1049, 1067, 1090, 1119, 1148]"
"[306, 348, 363]","[442, 586, 831, 867, 880, 1072, 1108]"
[313],"[777, 1078, 1153]"
